unom,t_inside,c1,ro1,V,alpha,A,t_in_5_hours,t_in_10_hours,t_in_15_hours,t_in_20_hours,t_in_25_hours,t_in_30_hours,hours_untill_cooling
49778.0,24,996,1447,4611,2.489748031267065,1881.8203952556153,0,1,-4,2,-1,0,11
43924.0,27,1046,1384,3675,2.4018851410680924,1392.9824119492678,-2,-6,-6,-5,-5,-5,14
68164.0,27,954,1387,6684,2.6474256734421253,2119.350844008608,-8,-11,-11,-9,-12,-8,11
82244.0,26,1143,877,3936,3.0667775391465164,1844.0997803806604,15,15,10,12,12,11,18
34232.0,25,935,1224,5682,2.8819793659498854,2088.9652941109384,-15,-16,-19,-15,-14,-14,5
1397.0,25,1167,1439,8163,2.6745216133827068,2424.326710655971,9,7,7,8,6,10,28
12147.0,27,1108,1071,3492,2.8013373009328975,1476.1463342094507,3,3,0,3,2,2,12
54208.0,26,1278,882,3642,2.503348231819951,1672.4401334576971,13,15,10,15,11,14,26
7683.0,28,987,1260,7863,2.6112731169316947,2298.681361128593,11,7,5,10,8,12,33
42891.0,27,833,1146,9957,2.624547479057949,2394.834441041802,-13,-14,-18,-15,-19,-13,9
49838.0,25,1018,1271,9003,3.0997322705403847,1739.2550129293863,-2,-3,-3,0,-5,-1,18
75602.0,25,1278,947,4209,3.002262553090934,1421.3796115042596,-5,-10,-8,-8,-10,-5,7
65439.0,21,719,827,8187,2.8241517988207483,1658.5632336453139,-7,-10,-9,-10,-8,-11,3
57530.0,25,815,1233,4272,2.665275913568821,1431.9776534569246,-12,-13,-18,-12,-14,-14,6
52876.0,27,738,961,9519,2.3448716649682186,2137.5499994152183,-3,-5,-12,-8,-9,-8,11
19855.0,28,1132,934,8907,3.1608630975903504,2924.161418253103,-2,1,-5,-2,-2,-3,11
44937.0,21,747,1036,8718,2.9346287850520874,2240.8855392455903,1,-2,-3,-3,-3,-3,3
19491.0,22,1049,907,11475,2.733714482885421,3148.7140232164625,-2,-2,-2,0,0,-1,6
73597.0,26,896,974,3747,2.791151188024887,948.3037488062569,-12,-13,-16,-15,-15,-11,7
72552.0,28,726,1487,4389,2.4552333235971187,1777.661385078722,0,-4,-9,-7,-7,-3,10
78819.0,21,769,1281,7590,2.6640227441787467,2414.3570572721837,8,8,6,7,6,5,7
60237.0,27,1297,988,5370,2.9665727305423095,2213.0160415143855,-5,-6,-9,-6,-6,-3,9
64503.0,21,1046,964,9927,2.9898173703704876,2289.422634639572,12,11,7,10,9,11,10
37499.0,21,868,938,9858,2.632912987751362,2382.899074656751,11,9,5,11,6,12,10
44180.0,27,978,1175,4413,2.941990696788737,1380.7302415750878,5,6,-1,2,5,5,16
37256.0,24,934,983,5370,2.6128869076596635,1605.4905792311583,4,0,-2,1,-2,2,8
63486.0,26,1293,1150,11832,2.824087318386996,2499.4591414944152,5,2,-3,-2,-1,0,25
56846.0,26,904,1406,8055,2.6334401160992833,1758.726812213881,-5,-5,-6,-4,-6,-3,18
67907.0,23,1292,888,8451,2.630155889234569,2466.7225218901294,-3,-1,-4,-3,-2,-4,8
18478.0,21,1034,1153,4671,2.551092496368542,1570.4419760054811,11,6,3,6,6,7,9
22715.0,21,790,825,8874,2.825806075098593,1598.6594384045652,-5,-10,-9,-10,-8,-7,3
64377.0,25,1172,1315,6840,2.7757469905940124,2362.5071428463452,7,9,3,7,8,6,20
17565.0,28,1176,1271,4683,2.906536901029107,2120.3018653012596,0,-5,-4,-1,-3,-5,12
56346.0,28,704,1348,9990,2.4589605668922396,2769.8953048806734,-9,-10,-17,-11,-12,-15,10
54745.0,21,1125,1362,9333,3.11032726020749,2917.4811053372737,9,9,7,7,7,8,12
59304.0,25,765,1476,11451,2.4935353095931503,2224.147477124662,15,10,10,11,10,9,44
58288.0,21,887,1220,7881,2.6703161271224793,2382.0831219753854,13,9,6,8,9,8,11
32558.0,27,1015,1339,11925,2.485095596098535,1691.744661584602,-3,-5,-10,-9,-9,-6,31
72284.0,22,964,1451,11667,2.431635259537382,2481.970185155333,2,3,1,1,0,5,16
5136.0,25,804,1382,7746,2.9259358628354737,2514.107396274073,-12,-14,-20,-18,-18,-18,6
25512.0,24,1295,933,4599,2.9595451194566094,1627.5822559858532,-10,-13,-18,-15,-17,-15,5
64914.0,24,909,1290,10080,2.491778120370529,2199.636333578803,-7,-11,-11,-11,-7,-9,12
72226.0,28,872,933,11715,2.8058152213670584,2487.070565947014,7,2,2,2,2,0,18
30129.0,23,749,1351,5961,3.0095794107986213,2139.6373524501764,-10,-7,-11,-9,-12,-7,4
81217.0,21,760,984,10827,2.619650786070691,1611.9801487611442,-9,-12,-14,-9,-14,-12,5
79567.0,24,1003,831,11274,3.047820650915823,2548.298255699281,-13,-14,-15,-11,-11,-15,5
4867.0,27,716,965,9423,2.6375951781323743,1779.3616833010649,9,7,2,4,6,6,21
3641.0,25,892,1124,11589,3.0703726910969023,2358.5419224597217,-9,-15,-14,-12,-16,-13,8
10573.0,24,1069,1259,6243,3.093539792023367,2448.117644231992,-5,-9,-10,-8,-6,-6,6
44081.0,21,1159,1105,8160,2.6553750394831455,1770.1525358002343,11,6,8,10,8,6,16
79231.0,22,1021,1342,7911,2.98897646336442,2043.772981522165,14,12,8,12,8,9,22
18017.0,21,959,1126,9906,3.0904815031612904,1824.394694138305,16,11,11,12,15,14,24
46784.0,23,1235,1113,3588,2.4599254919552855,1552.783307483694,-15,-18,-18,-18,-18,-14,4
14510.0,26,876,1261,5232,2.6611408472273657,2184.3955685726887,6,9,3,4,6,8,14
71400.0,24,1183,1423,3528,2.8184390119967255,1088.7644373325206,14,13,8,12,8,14,33
44060.0,25,1064,987,4809,3.0229165691487934,2038.3758240324573,-17,-15,-19,-17,-15,-15,4
1350.0,24,721,1288,11082,2.6181035494787284,2418.9452246795504,-7,-9,-14,-11,-13,-13,8
43346.0,28,841,1138,3360,2.6268977809347853,1606.387250945425,2,5,-1,4,0,0,10
36946.0,23,786,813,5223,2.855099506256797,1939.2163365648507,-9,-10,-14,-11,-10,-13,2
57267.0,21,910,967,9843,2.972827739861451,2279.7157717575233,2,0,2,1,1,4,6
8527.0,25,1114,1301,6240,2.386611376374387,2047.749984739348,3,-3,-4,0,0,-1,15
8311.0,28,1269,1031,5658,2.4964073604608723,1378.7994778066895,10,9,8,10,12,12,48
12062.0,21,830,966,4098,2.7880621499896385,1881.667345733565,8,9,6,8,10,6,4
48582.0,22,1023,1012,8568,3.1355435679207444,2312.2352821458285,3,1,-4,-2,0,2,6
55317.0,23,1010,1110,9108,2.8512623497279472,1749.3678858376247,-7,-9,-7,-5,-8,-9,10
71097.0,24,1164,924,7047,2.708662797811951,2326.391196682106,-6,-9,-14,-12,-10,-10,6
42634.0,23,1252,1188,8298,2.6697752942595963,2186.240608899213,-5,-10,-9,-7,-9,-7,9
52070.0,27,901,1379,5628,2.39528501531559,1375.1392656745716,15,10,6,9,8,10,44
59271.0,23,882,1129,10866,3.0872729303776865,3229.761601109283,2,-1,-2,-3,-2,-1,7
8278.0,28,945,1042,6309,2.7609834787075855,1556.4883552407323,-10,-15,-16,-12,-12,-13,10
19354.0,25,895,1395,5580,2.3753459280017255,2314.476182638309,7,7,4,5,4,8,16
22213.0,21,1093,1003,10071,2.7008937563008657,2408.5049304495933,8,7,2,6,6,6,9
40135.0,23,1049,1235,3372,2.7901299100310535,1334.3222998960932,14,8,7,12,9,13,15
5233.0,21,1090,1069,3366,2.3347368162790008,1705.35157665509,-8,-12,-16,-14,-13,-9,2
57499.0,26,1111,930,11064,2.9888777031482867,2416.979933718937,-11,-14,-17,-13,-14,-13,9
27088.0,21,948,1456,4386,2.442067516255332,1716.7970177047723,-5,-10,-10,-7,-8,-9,4
19663.0,26,886,901,6477,2.606070139237152,1246.7878728957867,4,1,-3,1,-2,3,17
67377.0,25,933,1242,6042,3.0981062163225,1865.5272713096422,15,12,8,11,13,12,23
83768.0,27,1045,1301,11790,2.773918272654272,3191.639077339416,-7,-11,-10,-8,-13,-9,14
78239.0,26,1275,1029,11169,2.33656620341498,1637.241582662742,10,3,1,5,4,8,51
3700.0,24,793,1441,5181,2.936317061110869,1496.0588223729708,-12,-19,-20,-18,-15,-14,5
60984.0,25,814,1164,8811,2.8534913039771905,2252.8062499913303,1,-5,-4,-6,-4,-4,9
12099.0,23,715,1156,3144,3.11277287439154,1098.7702216569214,2,0,-4,0,-1,3,5
15380.0,22,726,1210,9462,3.0824220365378303,2131.140539711072,8,4,3,5,4,5,8
69978.0,26,1258,1445,9423,3.1479487421527597,2230.5479147509923,-11,-12,-16,-13,-18,-15,14
30498.0,28,1166,974,7131,3.0729927377560253,2109.441632280922,11,12,8,8,12,10,28
33094.0,24,810,1180,8184,3.1595627601409286,2584.2105177403796,9,6,2,3,4,6,10
23125.0,25,777,1193,7626,2.48175473600284,1352.8636294911619,14,7,8,10,10,7,33
44193.0,28,914,896,9462,3.009492018558206,2235.159054743085,-8,-11,-16,-14,-15,-15,8
44004.0,26,1140,1391,11001,3.032768430892105,2718.946854942185,-14,-15,-19,-18,-20,-18,11
47926.0,28,942,1170,4920,3.0384561277387996,2003.6766206152129,-7,-13,-15,-12,-11,-9,7
70570.0,21,705,829,9303,3.078949172900482,2835.0999982363937,-7,-8,-14,-10,-9,-8,1
42260.0,26,870,1259,4287,2.8568358288466507,1814.5015844578368,-6,-9,-11,-8,-9,-9,6
43932.0,28,736,973,8217,3.0277579676826027,2664.48644207472,1,-6,-6,-4,-3,-1,7
63430.0,22,779,985,7416,2.7017126215039333,1687.5259997997068,12,9,9,11,12,11,14
82268.0,23,999,1413,3999,2.3933827999501673,1314.3698109740653,12,11,6,9,9,11,24
1532.0,21,1194,1183,9558,2.9949036753423193,2346.3605860992466,-11,-13,-18,-15,-16,-15,4
6440.0,25,1144,1421,7500,2.3543707774934757,1341.6407864998737,-5,-5,-6,-5,-8,-7,28
1449.0,24,775,823,11181,2.3788171112208754,2537.7659466546556,-12,-13,-15,-12,-16,-16,5
19640.0,26,1185,992,10236,2.552909910462317,2102.8437887774735,-6,-7,-9,-8,-6,-4,17
11084.0,26,1004,1067,4287,2.8757752377970243,1814.5015844578368,-3,-3,-7,-8,-5,-7,7
68961.0,21,998,1371,4488,2.7938666971524895,1392.4137316185877,2,0,-1,1,2,2,7
50863.0,23,1285,1028,5835,2.3434544218677362,1400.1999857163262,14,8,6,12,7,12,31
7007.0,28,945,819,10740,2.3610560390269737,2780.7912543015523,-4,-6,-6,-8,-5,-6,12
45711.0,27,1138,1259,9219,2.61497160523767,2576.369538711401,-10,-7,-10,-10,-13,-7,15
67455.0,21,822,1296,4161,2.4972046874441274,1948.032853932397,-13,-14,-14,-14,-13,-12,2
64179.0,23,958,1489,9108,2.808699625568549,1478.4857118010982,5,1,0,4,4,4,23
12088.0,22,1252,1255,6792,2.758365835809668,1977.9261866915056,4,3,1,1,2,1,11
50866.0,25,1036,1049,11952,3.0784385187077485,3029.708896907424,-6,-9,-11,-11,-11,-6,8
4962.0,21,1234,1091,10947,3.1391241170677957,3075.41997132099,10,8,2,7,8,5,9
79775.0,25,1242,959,4758,3.00996106357028,1655.4781786541312,15,9,6,8,10,9,19
63773.0,24,1231,852,10629,2.9200198586007904,2575.3632753458296,7,6,6,7,3,5,16
53056.0,22,1132,1015,3033,3.1534315971086433,1321.7443020493788,-18,-20,-22,-19,-19,-16,2
10710.0,24,1027,811,3492,2.34206414098395,1002.8439559572566,-1,-2,-4,0,0,2,9
46117.0,26,854,1340,11379,2.8131474715063827,3221.4357047751237,-12,-9,-14,-14,-13,-9,9
56486.0,25,996,1258,3042,2.9309285191815153,1146.3611996225272,-17,-14,-20,-17,-19,-16,5
81973.0,28,841,1431,9219,2.5678263796741723,2206.2710622224095,10,4,6,5,7,5,32
7528.0,22,1277,1201,3111,3.033234335943373,1639.4828452899405,14,13,9,13,11,9,12
18830.0,22,1123,1362,3738,2.744851024238627,1339.4924411880793,-8,-8,-14,-9,-13,-8,5
41760.0,25,720,1269,4191,2.7789479473789775,1418.3370544408685,-12,-16,-17,-14,-17,-15,5
49260.0,26,777,1278,3387,2.7338406917461273,1337.286805438534,16,16,14,15,16,15,28
46618.0,28,1113,1281,7527,2.4178118121612653,2620.0427477428684,-15,-15,-21,-17,-16,-17,11
18601.0,28,942,1385,4065,3.131914394939673,1975.4493159785197,7,3,-1,4,1,1,12
58987.0,23,927,1126,4842,3.0584605363202835,1867.1475571041515,5,5,0,6,4,4,7
56580.0,26,1086,1388,6057,3.1100231777804894,1617.59821958359,2,-1,-5,-2,-2,-3,17
72559.0,26,1010,916,6867,3.1191063120522275,1988.816733638371,6,0,2,0,4,3,11
65757.0,27,1031,1372,8343,2.8865181994123303,2609.1929786813394,13,12,9,10,11,9,32
33220.0,24,924,1484,7686,2.8167467683283287,2504.3514130409094,-8,-8,-15,-9,-12,-9,7
30425.0,22,1179,1153,6675,2.3955628894024947,1877.3385416594417,10,8,6,10,10,11,22
81929.0,23,1025,1250,8973,2.3656698172314026,2860.660063691595,17,11,12,10,13,12,28
24029.0,24,1282,955,6357,2.649996149092739,1913.5391294666542,-10,-12,-12,-10,-10,-11,7
6689.0,25,860,1141,8304,2.7987945102223697,1546.4643545843533,12,10,11,11,10,14,36
52784.0,27,1101,1086,10140,2.8329818479892968,3040.9998355803964,10,12,8,8,10,11,27
56466.0,22,1032,1370,7365,2.822773043219214,2224.6977322773537,7,3,-1,1,2,3,10
81373.0,28,728,1410,10056,3.1272243573734855,2599.5445754977927,-9,-11,-16,-12,-15,-13,9
69622.0,21,854,1459,5619,2.3524411381374333,1642.291082603812,-3,-6,-11,-9,-9,-9,5
10689.0,25,807,1362,4110,2.571467031172838,1256.2802235170304,17,13,11,13,10,11,30
13607.0,24,1287,899,6297,2.5103275635478983,2129.281568980486,17,15,10,14,9,12,26
5260.0,25,1218,1049,8313,2.5226058713196267,1547.3021682916365,12,6,5,10,8,9,40
26673.0,24,915,811,10473,2.3856792749972717,2923.348764687512,-10,-14,-15,-13,-18,-16,5
54470.0,24,1119,898,8802,2.8980841663850576,1719.730211399451,12,10,4,9,7,9,21
82504.0,28,1254,1405,7839,2.933651675040535,1622.930682438409,13,13,8,12,8,11,65
56615.0,26,918,1137,6471,2.518042223299722,1671.9665068415693,8,1,1,5,3,6,19
1952.0,21,1007,1242,4668,2.611061347451886,1893.415960638338,8,2,3,4,1,3,6
49028.0,25,1264,1433,6576,3.0301268675991664,1863.3646986030403,-8,-12,-13,-12,-13,-11,12
48769.0,23,762,989,11787,2.559143779211674,2605.6308257310743,0,0,-5,-1,-3,-4,8
44592.0,21,1236,1299,10974,2.6587273770612483,1920.224986817951,10,7,5,4,4,9,21
25852.0,25,772,971,7602,2.9754738470191606,2416.264886141418,-5,-9,-12,-10,-8,-7,5
9659.0,24,850,885,6912,2.81705743233963,1910.3758792447102,5,1,0,1,0,2,8
27054.0,24,1171,1348,6741,3.0932562764830602,1886.5969362850137,-9,-12,-12,-11,-10,-9,9
72646.0,27,1210,1331,11196,2.6802475752356014,2318.206203080304,1,-2,-4,-4,0,-4,29
17932.0,21,1272,1039,11769,2.4315106975018144,3188.795383840111,-3,-5,-4,-4,-6,-2,7
31740.0,26,894,1177,4203,2.383202113878344,1905.6211585727108,9,11,4,7,9,10,15
52323.0,27,874,940,5730,2.901437950295143,1573.3276836056752,-15,-15,-17,-16,-20,-19,6
51680.0,24,911,1322,10698,2.6600124488041628,3040.2420956233077,14,12,11,11,13,10,27
56859.0,24,1211,1322,10383,3.0044666066788186,2910.760725308764,8,8,4,7,6,5,21
34881.0,25,1298,1138,7056,2.4883123824255824,1425.5272708720797,1,-1,-3,-1,1,2,26
24268.0,27,1185,1043,10893,2.4440110062577776,1616.885895788568,1,-1,1,0,2,1,40
79942.0,28,871,812,3222,3.020636598037856,1668.4747525809312,8,4,5,5,7,7,7
27734.0,24,711,1070,6852,2.7054322718819397,2067.764009745793,-10,-14,-14,-12,-14,-10,4
73228.0,23,855,1141,5151,2.982261282045243,1217.985221585221,18,14,12,13,15,16,31
8556.0,22,1160,922,6906,2.4274294761046233,2442.7001453309817,5,8,4,7,3,5,9
1239.0,28,883,1472,8457,3.1394862937738064,2703.118199413411,-4,-7,-12,-6,-11,-8,11
26205.0,26,1260,1325,11484,2.5325732071295644,1660.1686661300412,5,4,3,6,1,4,57
27798.0,21,1083,916,4641,2.4152083329093053,1055.3861852421605,10,4,1,6,2,7,10
50925.0,23,754,826,10002,2.493766266415818,1549.3482500716227,-12,-18,-19,-16,-18,-16,5
63999.0,25,1282,1106,9711,3.163531635231779,1526.6433768238082,0,-3,-7,-2,-4,-3,22
83636.0,26,1155,867,3345,2.4425248484141413,1602.7975542781442,-5,-7,-13,-7,-10,-6,6
49262.0,23,780,1454,10437,2.5555484549087155,2741.284370509561,3,1,0,3,4,1,12
11402.0,27,1217,1400,10404,2.6144790134734737,2826.706917952408,-5,-2,-9,-3,-3,-5,22
82510.0,28,1080,900,9744,2.387973439313524,2819.770203403107,16,14,9,13,10,15,38
3021.0,25,1265,1038,11820,2.433643117906106,2609.275761585961,14,10,9,11,7,8,39
22848.0,23,1130,855,8994,2.454249941088623,2864.0055865867303,-9,-10,-16,-11,-15,-9,5
73157.0,21,826,1380,5613,2.452964704621709,1271.433836265183,-8,-12,-12,-13,-9,-9,5
46146.0,24,1166,1470,7641,2.487103378336572,1354.19348691389,14,8,8,12,10,10,60
7928.0,23,1276,1047,4782,2.3356960010307577,1855.5430471966959,3,3,-1,0,-1,4,10
12171.0,27,756,1467,8202,2.7586194324261597,2173.557452656819,0,-3,-5,-1,-2,-4,15
24443.0,22,933,916,8475,2.3505000097588864,2470.2226620286683,-6,-8,-7,-6,-7,-4,5
59115.0,28,1059,1132,7029,2.839154307448294,2597.660485898802,-14,-16,-17,-15,-17,-13,8
26821.0,24,719,807,8796,2.5483157638566962,2155.061020017763,-7,-10,-12,-6,-6,-9,5
25702.0,21,1118,1106,3960,3.0623979619658086,1571.9541978060302,12,9,4,8,9,6,7
68706.0,22,785,1393,9459,2.706073374865837,2937.108782459376,14,8,9,7,6,10,13
45013.0,23,781,1027,6117,2.653691850132402,2423.2870238582964,-16,-13,-19,-16,-16,-14,2
80087.0,24,1118,1312,4668,2.951200769098607,2063.302207627375,-8,-9,-12,-8,-11,-8,6
49301.0,21,828,1184,8817,3.0922446272942756,2434.137218810805,5,2,-2,-2,-3,1,4
48636.0,23,1193,1203,10023,3.0141357505626116,2193.408306722668,3,-1,-2,-3,-2,-3,14
77708.0,26,1058,968,7632,2.3716677731240354,1353.3957292676816,9,9,7,7,8,7,36
19017.0,24,930,1483,7869,2.7539948833464,1738.3026203742547,-4,-3,-9,-5,-8,-3,14
11984.0,27,730,1200,6321,2.770086454928836,2060.9978165927296,-6,-7,-12,-9,-11,-8,8
39136.0,27,1023,1435,4377,2.997268027941706,1715.0346935266352,-14,-13,-16,-14,-13,-16,8
77868.0,23,1264,1452,6627,2.5833784954069534,1261.1423393098814,-8,-14,-17,-11,-16,-15,15
9337.0,26,1013,852,7821,2.4894992149689266,2122.474028109649,3,0,1,2,2,3,13
54874.0,27,1287,887,10770,2.775087479634585,1607.7313208369114,13,12,8,10,12,12,57
31791.0,23,1026,909,3030,2.8995790923287763,1205.9850745345068,-13,-16,-18,-14,-17,-12,3
14464.0,21,876,822,9576,3.1613770434136588,2795.3561490443394,-8,-6,-9,-10,-8,-6,2
52332.0,28,1045,1331,6513,2.4009189022684527,1581.4524969154147,1,-4,-4,-2,-2,0,26
16347.0,21,836,1079,8040,3.0388657163063924,1863.6737911984492,2,0,-1,-2,-3,-1,5
59141.0,27,994,1433,4392,2.389629772829007,1778.2688210728995,-10,-14,-16,-12,-11,-11,10
68928.0,26,700,919,10623,2.522133212031702,2574.636284992503,1,-4,-8,-3,-6,-5,9
18175.0,23,951,1200,9600,2.860845326485658,2351.510153071851,-10,-9,-12,-10,-14,-9,7
63380.0,26,1191,1243,3324,2.703311263731352,1694.678730615334,0,-2,-1,-2,-2,0,10
76018.0,27,1008,1090,7830,2.7744725912199493,2123.694893340378,3,-1,1,0,1,0,17
57072.0,23,1149,1111,11238,2.7620812210293435,3201.4146872906044,-3,-8,-8,-5,-6,-4,8
49935.0,26,1059,1204,10929,3.0367524384326483,2710.0346861248845,-7,-7,-14,-9,-12,-7,11
32365.0,25,952,1413,5883,3.0724717059544897,1988.3098350106306,-13,-11,-14,-14,-14,-11,7
54437.0,28,1010,1198,5802,2.4008875535146705,1828.100653684036,6,3,1,1,2,2,21
15476.0,21,954,967,7491,3.036853860179549,1696.0377354292564,12,10,8,9,10,7,9
14866.0,28,1177,1235,3231,2.6843577702582455,1364.205263147742,15,17,11,14,11,14,44
63908.0,26,721,1220,8061,3.092964911542781,2409.1326239956156,-5,-5,-7,-8,-7,-5,7
28642.0,22,1250,1183,6009,2.757468541628249,1420.9236432687014,15,13,10,12,10,16,37
5978.0,22,1142,917,5709,2.7634464539658534,1570.4419760054814,-3,-4,-7,-7,-8,-5,6
40186.0,28,923,817,11187,2.9198108220130887,3194.142138352644,5,7,4,4,1,5,13
47279.0,26,899,822,6408,2.5037060535402134,2286.6849367588884,8,3,2,3,1,2,9
3330.0,22,768,1045,5265,2.3741530666874793,2010.8505663027277,-8,-10,-11,-9,-12,-13,3
46067.0,25,1203,1346,6063,2.474845409805155,2157.865612126946,5,7,5,6,3,7,21
39055.0,26,783,1198,6504,3.01931667745899,2303.7499864351603,7,4,3,7,4,3,11
76851.0,23,866,970,8037,2.6529977273901206,2323.975903489535,14,9,8,12,12,10,16
70865.0,22,1211,1133,6273,3.0851681648417357,2328.0618548483626,11,12,7,8,7,7,12
42957.0,21,914,946,8529,2.5632789703551957,2788.986912841292,-12,-15,-15,-12,-11,-10,2
75246.0,23,1288,1380,8226,2.3553801634039946,2665.9452357466007,0,-3,-5,-4,-5,-2,12
78666.0,22,1210,821,11442,2.9981284815003684,2567.214833238543,4,0,-1,-1,-1,2,8
64214.0,26,737,1211,3387,3.0533064612119074,1508.6629842347163,18,13,11,15,14,13,17
67651.0,23,997,1473,4083,2.4061848701982145,1328.1024056901636,7,3,-2,4,3,1,14
19818.0,24,812,939,8772,2.6040484770422463,2828.438438432062,-2,-3,-3,0,-2,-2,6
59047.0,22,1026,1097,8622,3.1492169275305932,1929.9492221299502,0,-6,-8,-4,-5,-2,7
11471.0,25,932,1182,8886,2.5485711174926724,2846.7581562191053,1,4,0,-1,-2,-1,12
21786.0,27,972,1437,4764,2.379695671018106,2084.410708089939,-3,-6,-8,-9,-6,-8,11
52412.0,22,1271,1482,11196,2.6425084888957846,1939.5504633806254,10,11,4,9,8,9,38
70298.0,24,751,1153,3210,2.5339711149113886,1177.590760833321,-2,-3,-7,-5,-6,0,6
33554.0,24,709,1039,5007,2.610942691703977,1200.8397062056201,5,5,1,0,-1,1,10
46392.0,23,1026,1328,9240,2.8492620842702463,2491.842691664143,-13,-14,-19,-15,-17,-13,6
42155.0,21,805,1466,11130,2.514956608239737,2067.3461248663707,-11,-17,-19,-18,-16,-13,5
76389.0,27,986,1149,8256,2.9038630989198873,2595.553120242389,-9,-11,-15,-10,-11,-13,9
19090.0,27,812,821,7152,2.606179431796719,1943.2591180797272,19,15,10,14,11,16,30
57341.0,25,844,1333,6057,2.4374801411272204,2223.176106384737,15,11,6,12,9,12,21
35398.0,26,1066,1334,4395,2.8357656942366645,1656.0434776901238,-5,-8,-13,-7,-11,-11,9
36513.0,27,1289,1251,5319,3.0697832562811294,1890.599904792127,-9,-14,-15,-16,-16,-13,10
65293.0,26,818,1056,3027,2.464378652722993,1476.2926539138507,8,11,8,9,5,9,11
36819.0,26,1017,1076,9321,2.7480738097614,1769.705060172457,2,-3,-3,-1,-3,1,20
18273.0,22,756,831,9774,2.693022060074665,2372.725015672908,-1,2,-5,0,0,-2,5
17636.0,25,1138,1450,11412,3.1079632096241125,2220.356728095736,11,6,3,9,4,8,37
10176.0,25,1014,1204,3045,3.125203104444429,1621.9987669539087,-8,-13,-15,-11,-13,-9,4
45598.0,24,908,879,8256,2.568675019892132,2269.7453601670827,12,12,5,8,8,10,16
1682.0,24,711,1455,3372,2.3511498075773636,1393.6541895319656,10,8,4,4,6,6,11
22396.0,24,1196,1272,3993,3.0761361777411342,1857.404640890078,-7,-8,-8,-9,-10,-4,6
39940.0,22,1155,1430,7569,2.502662819842049,1594.7363418446325,7,1,-1,5,4,3,20
68690.0,25,748,1111,8835,2.5698680827005376,1841.91205001759,-11,-15,-16,-13,-13,-14,8
63775.0,28,1279,877,4527,2.934933031273416,2084.687026869981,12,10,9,10,12,11,22
69254.0,24,1279,979,5553,2.9922522159144123,2250.4079630147066,-9,-11,-15,-12,-10,-13,5
9077.0,27,737,952,3111,3.0639329151736034,1684.4085015221217,17,10,8,11,14,10,10
46299.0,23,1039,937,9297,2.986403801723424,2754.333313163096,11,13,9,9,7,9,14
4184.0,23,871,1288,8226,2.7165215978117896,2433.6639044864023,-5,-9,-9,-8,-7,-4,7
64503.0,23,749,1377,5232,3.0166196872335713,1806.8669015729965,-14,-14,-16,-15,-13,-16,3
56353.0,22,1291,1476,7725,2.8982513975361157,2723.2333722984517,14,17,12,12,15,16,35
59916.0,24,1051,967,7626,2.5491481023046636,1481.9878542012414,16,15,14,16,11,12,52
52774.0,27,929,1347,5955,2.4881344349630883,1414.5246551403761,-8,-11,-12,-14,-14,-11,15
20363.0,23,866,1226,9903,2.836116622686335,2180.2385190616187,15,13,10,16,11,16,38
21300.0,22,859,1067,7851,2.45251876848911,1372.6762181956824,12,11,10,11,13,14,30
30943.0,28,778,1381,10899,2.972054282662798,2801.2996983543194,-3,-6,-6,-4,-8,-4,13
20285.0,26,837,936,5961,2.7518546159629715,1512.9520811975506,0,-5,-8,-4,-6,-7,9
48823.0,24,949,1318,7197,2.900914273183432,2628.5204964009695,3,0,-1,-1,1,3,9
66455.0,25,1293,1164,4371,2.6941838342683715,1519.1734594838076,-16,-15,-21,-17,-18,-20,7
34192.0,21,1045,938,3903,2.3470094784067443,1145.1672366951475,14,11,6,10,11,10,11
49742.0,22,1291,1085,11403,3.01110535112136,1654.3034788091331,-9,-16,-17,-16,-17,-14,10
5392.0,24,1021,1290,10290,2.7665503529762474,1859.4192641790069,-16,-17,-19,-15,-14,-18,11
12622.0,27,1142,848,11790,2.557376988707842,2378.907312191881,-8,-10,-15,-13,-11,-12,14
51242.0,21,891,1119,9381,3.1658596541565993,2013.1050643222775,-4,-1,-4,-5,-7,-2,5
80570.0,22,917,1223,3915,2.945093787495822,1146.9263271893274,-7,-6,-10,-10,-12,-6,4
3495.0,28,816,1182,4152,2.7798092411011552,1411.7223523058633,-12,-14,-21,-17,-15,-15,7
21138.0,21,1100,1098,8622,2.8990678864779316,1575.796941233229,4,4,0,0,3,4,10
38796.0,27,982,1352,6966,2.9439855834972244,2453.2884053857183,-1,-8,-7,-5,-9,-3,11
81922.0,27,1204,820,9552,2.5716304179873153,2031.3699810718872,2,-2,-6,-1,-5,-4,18
59903.0,28,1080,952,6759,2.354219365504328,2547.280903237803,0,-2,-4,0,-4,-2,13
47480.0,24,1058,810,6525,2.4041147514565306,1582.9087149927502,14,12,13,13,16,15,37
66987.0,23,1001,1223,3480,2.5107050157146156,913.892772703669,0,-3,-6,-6,-4,-7,10
24541.0,22,711,1148,7980,2.404957999885858,1750.5199227658052,11,9,3,5,9,9,13
56620.0,27,820,929,8694,3.0560139793966576,1444.4929906371992,3,0,-3,-3,0,-2,16
54481.0,24,1004,930,9222,2.936753994555938,2900.079998896582,15,12,8,10,13,11,17
36182.0,22,1201,1474,11523,2.6623526837165934,3241.755080199613,1,-3,-5,-4,-7,-4,10
7482.0,21,1187,1010,10371,2.4399734726174445,2909.078204517713,-11,-13,-18,-15,-18,-14,4
